transcript,confidence,languageCode,channelTag,Participant,Trial,preciseStartTime,preciseEndTime,Picture_Identity,Picture_Label,Task_Side,Response_Time_in_PsychoPy,Response_Finish_in_PsychoPy,Stim_Onset,Block,Stim_Offset_Fix_Onset,Fix_Offset,Task,Picture_Number,First_Congruency,FrameRate,V17,Synonyms,Congruency,End_recording,Block_Bias,Task_Side_Bias
globe,0.98762906,en-us,NA,5,264,0.745,1.02,globe,globe,-7,0.8664923,1.3632962,1440.214314,4,1442.310356,1440.208745,Predictive Locations,obj182,Even_Split,59.95408715,NA,"map, planet, world, globe",Congruent,1498.214314,NA,Congruent
porcupine,0.98762906,en-us,NA,6,1,1.635,1.88,porcupine,apple,0,1.2095913,0,50.9751607,1,53.0725663,36.1927042,Predictive Blocks,obj334,Incongruent,59.96213992,NA,"hedgehog, possum, echidna, porcupine, apple",Incongruent,54.3233218,Incongruent,NA
frog,0.9761447,en-us,NA,6,2,0.975,1.205,frog,hoof,0,0.874134,1.3545715,54.3289669,1,56.4251231,54.3233218,Predictive Blocks,obj171,Incongruent,59.96213992,NA,"toad, frog, hoof",Incongruent,57.1755413,Incongruent,NA
paintbrush,0.98762906,en-us,NA,6,3,1.095,1.765,paintbrush,lion,0,1.0402404,0,57.1809857,1,59.277303,57.1755413,Predictive Blocks,obj293,Incongruent,59.96213992,NA,"brush, bristle, paintbrush, lion",Incongruent,60.4280769,Incongruent,NA
shovel,0.98762906,en-us,NA,6,4,0.97,1.29,shovel,fork,0,0.7886949,1.4437891,60.433639,1,62.5298567,60.4280769,Predictive Blocks,obj395,Incongruent,59.96213992,NA,"tool, shovel, fork",Incongruent,63.2802287,Incongruent,NA
handcuffs,0.98762906,en-us,NA,6,5,1.03,1.51,handcuffs,coat,0,0.9609355,0,63.2857197,1,65.3820384,63.2802287,Predictive Blocks,obj196,Incongruent,59.96213992,NA,"arrested, arrest, shackles, cuffs, chains, chained, handcuffs, coat",Incongruent,66.1657962,Incongruent,NA
clock,0.98762906,en-us,NA,6,6,1.045,1.205,clock,clock,0,0.9516012,1.2806675,66.1713196,1,68.2842692,66.1657962,Predictive Blocks,obj099,Incongruent,59.96213992,NA,"time, alarm, watch, clock",Congruent,69.0346916,Incongruent,NA
rolling pin,0.90542793,en-us,NA,6,7,0.965,1.585,rollingpin,lightbulb,0,0.9701233,0,69.0401325,1,71.1364727,69.0346916,Predictive Blocks,obj362,Incongruent,59.96213992,NA,"roller, pin, rollingpin, lightbulb",Incongruent,72.0536886,Incongruent,NA
bride,0.97408307,en-us,NA,6,8,1.07,1.38,bride,bride,0,1.0841623,0,72.0593169,1,74.1554421,72.0536886,Predictive Blocks,obj061,Incongruent,59.96213992,NA,"wedding, woman, dress, gown, mate, newlywed, spouse, wife, bride",Congruent,74.905914,Incongruent,NA
turtle,0.61447984,en-us,NA,6,9,0.985,1.265,turtle,camel,0,0.9230756,1.3952619,74.9114206,1,77.0076934,74.905914,Predictive Blocks,obj476,Incongruent,59.96213992,NA,"tortoise, terrapin, turtle, camel",Incongruent,77.7581002,Incongruent,NA
racoon,0.9789158,en-us,NA,6,10,1.625,1.875,skunk,piano,0,1.4431946,0,77.7635781,1,79.8598921,77.7581002,Predictive Blocks,obj402,Incongruent,59.96213992,NA,"racoon, badger, possum, squirrel, rat, mouse, rodent, skunk, piano",Incongruent,81.2440595,Incongruent,NA
microphone,0.98762906,en-us,NA,6,11,1.19,1.8,microphone,drawer,0,1.1770018,0,81.2498901,1,83.3458986,81.2440595,Predictive Blocks,obj261,Incongruent,59.96213992,NA," microphone, drawer",Incongruent,84.4966543,Incongruent,NA
cage,0.98762906,en-us,NA,6,12,0.985,1.435,cage,cage,0,0.9047672,0,84.5022334,1,86.59851,84.4966543,Predictive Blocks,obj070,Incongruent,59.96213992,NA,"crate, pen, empty, cage",Congruent,87.3487985,Incongruent,NA
palm tree,0.9829242,en-us,NA,6,13,1.12,1.65,palmtree,camera,0,1.0161348,0,87.3543055,1,89.4506164,87.3487985,Predictive Blocks,obj295,Incongruent,59.96213992,NA,"tree, coconut tree, palmtree, camera",Incongruent,90.534606,Incongruent,NA
hat,0.9341326,en-us,NA,6,14,0.855,1.02,hat,mirror,0,0.7173582,0,90.540152,1,92.6364326,90.534606,Predictive Blocks,obj199,Incongruent,59.96213992,NA,"fedora, hat, mirror",Incongruent,93.3868032,Incongruent,NA
Genie,0.97323525,en-us,NA,6,15,0.91,1.31,genie,moose,0,0.9074994,1.3758146,93.3922652,1,95.4885953,93.3868032,Predictive Blocks,obj176,Incongruent,59.96213992,NA,"wizard, spirit, genie, moose",Incongruent,96.339049,Incongruent,NA
octopus,0.98762906,en-us,NA,6,16,1.18,1.3,octopus,octopus,0,0.7808016,0,96.3445178,1,98.442206,96.339049,Predictive Blocks,obj286,Incongruent,59.96213992,NA,"tentacles, squid, giant squid, octopus",Congruent,99.3581933,Incongruent,NA
deer,0.9366262,en-us,NA,6,17,0.89,1.195,deer,deer,0,0.8824546,1.3004104,99.3636842,1,101.4598713,99.3581933,Predictive Blocks,obj121,Incongruent,59.96213992,NA,"reindeer, elk, antelope, caribou, deer",Congruent,102.2102531,Incongruent,NA
toe,0.9412806,en-us,NA,6,18,1.025,1.315,toe,comb,0,0.9529781,1.4233783,102.2157479,1,104.3120633,102.2102531,Predictive Blocks,obj457,Incongruent,59.96213992,NA,"big toe, toenail, thumb toe, finger, hand, foot, toe, comb",Incongruent,105.0624755,Incongruent,NA
chest,0.98762906,en-us,NA,6,19,1.04,1.515,chest,pillar,0,1.0229187,0,105.0679352,1,107.1642604,105.0624755,Predictive Blocks,obj092,Incongruent,59.96213992,NA,"body, hair, body hair, nipple, nipples, abdomen, stomach, muscle, hairy chest, chest, pillar",Incongruent,108.048175,Incongruent,NA
cloud,0.98762906,en-us,NA,6,20,1.2,1.495,cloud,snowman,0,0.2513407,0.2752663,108.0537859,1,110.1499244,108.048175,Predictive Blocks,obj101,Incongruent,59.96213992,NA," cloud, snowman",Incongruent,110.9336702,Incongruent,NA
stoplight,0.98559463,en-us,NA,6,21,1.26,1.535,stoplight,stoplight,0,0.9766365,0,110.9390841,1,113.0354814,110.9336702,Predictive Blocks,obj466,Incongruent,59.96213992,NA,"light, traffic light, signal, traffic signal, traffic signals, stoplight",Congruent,113.9526612,Incongruent,NA
wing,0.9660428,en-us,NA,6,22,0.895,1.235,wing,crackers,0,0.8658431,1.2779387,113.9582724,1,116.0544631,113.9526612,Predictive Blocks,obj512,Incongruent,59.96213992,NA,"bird, feather, wing, crackers",Incongruent,116.8048493,Incongruent,NA
possum,0.7620655,en-us,NA,6,23,0.96,1.44,woman,medal,0,0.8917763,0,116.8104261,1,118.9066389,116.8048493,Predictive Blocks,obj515,Incongruent,59.96213992,NA,"female, woman, medal",Incongruent,119.7576438,Incongruent,NA
ceiling,0.9691272,en-us,NA,6,24,1.365,1.74,roof,sled,0,1.3217905,0,119.7631431,1,121.8589267,119.7576438,Predictive Blocks,obj363,Incongruent,59.96213992,NA,"house, ceiling, shingles, roof, sled",Incongruent,123.0763387,Incongruent,NA
bench,0.98762906,en-us,NA,6,25,0.965,1.445,bench,nose,0,0.9637692,0,123.081869,1,125.1781606,123.0763387,Predictive Blocks,obj042,Incongruent,59.96213992,NA,"seat, chair, bench, nose",Incongruent,125.9285545,Incongruent,NA
lemon,0.974755,en-us,NA,6,26,1.115,1.495,lemon,lemon,0,1.1122903,0,125.9343949,1,128.0303545,125.9285545,Predictive Blocks,obj238,Incongruent,59.96213992,NA,"lime, orange, fruit, lemon",Congruent,128.8474983,Incongruent,NA
sheep,0.9667723,en-us,NA,6,27,1.19,1.315,sheep,fish,0,1.0425132,0,128.8530387,1,130.9659643,128.8474983,Predictive Blocks,obj389,Incongruent,59.96213992,NA,"goat, lamb, ram, cow, sheep, fish",Incongruent,131.7497424,Incongruent,NA
watch,0.9879854,en-us,NA,6,28,1.12,1.31,watch,watch,0,1.1123047,0,131.7553891,1,133.8515184,131.7497424,Predictive Blocks,obj496,Incongruent,59.96213992,NA,"clock, wristwatch, watch",Congruent,134.6688246,Incongruent,NA
fire hydrant,0.9640636,en-us,NA,6,29,1.225,1.93,firehydrant,broom,0,1.2001513,0,134.6743348,1,136.7704387,134.6688246,Predictive Blocks,obj214,Incongruent,59.96213992,NA,"hydrant, firehydrant, broom",Incongruent,138.3548272,Incongruent,NA
typewriter,0.9844048,en-us,NA,6,30,1.105,1.695,typewriter,hippo,0,1.0255321,0,138.3604473,1,140.4566087,138.3548272,Predictive Blocks,obj478,Incongruent,59.96213992,NA,"keyboard, printer, typewriter, hippo",Incongruent,141.940921,Incongruent,NA
bottle,0.97737265,en-us,NA,6,31,0.975,1.29,bottle,lawnmower,0,0.9759595,1.4206453,141.9465455,1,144.0427042,141.940921,Predictive Blocks,obj018,Incongruent,59.96213992,NA,"baby bottle, bottle, lawnmower",Incongruent,144.7931155,Incongruent,NA
vacuum,0.98762906,en-us,NA,6,32,1.415,1.62,vacuum,badge,0,1.1369291,0,144.7986217,1,146.8949165,144.7931155,Predictive Blocks,obj482,Incongruent,59.96213992,NA,"mop, cleaner, vacuum, badge",Incongruent,147.9455527,Incongruent,NA
pool,0.97199464,en-us,NA,6,33,1.19,1.495,pool,pool,0,1.1153301,0,147.9511335,1,150.0473263,147.9455527,Predictive Blocks,obj331,Incongruent,59.96213992,NA, pool,Congruent,150.8311213,Incongruent,NA
feather,0.98009264,en-us,NA,6,34,1.04,1.37,feather,baby,0,0.9251653,1.435954,150.8365736,1,152.9328876,150.8311213,Predictive Blocks,obj151,Incongruent,59.96213992,NA,"quill, quill pen, feather, baby",Incongruent,153.6832745,Incongruent,NA
plane,0.9578868,en-us,NA,6,35,1.055,1.41,airplane,airplane,0,0.9597565,0,153.6887865,1,155.7850899,153.6832745,Predictive Blocks,obj003,Incongruent,59.96213992,NA,"jet, plane, jetplane, airliner, aircraft, airplane",Congruent,156.5355241,Incongruent,NA
glass,0.95584166,en-us,NA,6,36,0.955,1.555,glass,glass,0,0.8402934,0.8347562,156.5413282,1,158.6373008,156.5355241,Predictive Blocks,obj511,Incongruent,59.96213992,NA,"wine glass, champagne glass, cup, drink, mug,  glass",Congruent,159.4210508,Incongruent,NA
rhino,0.97470564,en-us,NA,6,37,0.95,1.44,rhinoceros,mask,0,0.8581238,0,159.4266525,1,161.5229089,159.4210508,Predictive Blocks,obj353,Incongruent,59.96213992,NA,"rhino, hippo, hippopotamus, rhinoceros, mask",Incongruent,162.27331,Incongruent,NA
pasta,0.85115343,en-us,NA,6,38,1.075,1.535,bandaid,bandaid,0,1.0109157,0,162.2788938,1,164.3750444,162.27331,Predictive Blocks,obj027,Incongruent,59.96213992,NA,"bandage, bandaid",Congruent,165.2255458,Incongruent,NA
waiter,0.9325113,en-us,NA,6,39,1.045,1.495,waiter,waiter,0,1.0481323,0,165.2310588,1,167.3279133,165.2255458,Predictive Blocks,obj489,Incongruent,59.96213992,NA,"server, attendant, steward, waitress, waiter",Congruent,168.4446939,Incongruent,NA
skateboard,0.9849651,en-us,NA,6,40,0.975,1.455,skateboard,castle,0,0.8434271,1.1584997,168.45023,1,170.5464663,168.4446939,Predictive Blocks,obj398,Incongruent,59.96213992,NA,"longboard, scooter, roller board, pennyboard, skateboard, castle",Incongruent,171.56376,Incongruent,NA
duck,0.9699118,en-us,NA,6,41,0.895,1.045,duck,well,0,0.8996276,1.2815527,171.5692973,1,173.6655508,171.56376,Predictive Blocks,obj139,Incongruent,59.96213992,NA,"duckling, goose, mallard, swan, seagull, duck, well",Incongruent,174.4159576,Incongruent,NA
dress,0.9763454,en-us,NA,6,42,0.965,1.16,dress,mosquito,0,0.9278617,0,174.4214933,1,176.5177208,174.4159576,Predictive Blocks,obj135,Incongruent,59.96213992,NA,"doll, gown, mannequin, dress, mosquito",Incongruent,177.3683012,Incongruent,NA
plate,0.98762906,en-us,NA,6,43,0.985,1.16,plate,penguin,0,0.8937661,1.363443,177.3738774,1,179.4700472,177.3683012,Predictive Blocks,obj327,Incongruent,59.96213992,NA,"setting, dish, platter, table setting, utensils, set, plate, penguin",Incongruent,180.2204412,Incongruent,NA
pillow,0.9938145,en-us,NA,6,44,1.05,1.37,pillow,window,0,0.9876255,0,180.2259109,1,182.3222249,180.2204412,Predictive Blocks,obj319,Incongruent,59.96213992,NA,"flag, cushion, padding, American flag, pillow, window",Incongruent,183.0726811,Incongruent,NA
owl,0.97124237,en-us,NA,6,45,1.07,1.47,owl,helicopter,0,1.075016,0,183.0782321,1,185.1744308,183.0726811,Predictive Blocks,obj290,Incongruent,59.96213992,NA," owl, helicopter",Incongruent,185.9915689,Incongruent,NA
NA,NA,NA,NA,6,46,NA,NA,shoulder,shoulder,0,1.3455294,0,185.9971138,1,188.093331,185.9915689,Predictive Blocks,obj394,Incongruent,59.96213992,NA,"bicep, arm, upper arm, body, upper body, shoulder",Congruent,189.711091,Incongruent,NA
trumpet,0.98762906,en-us,NA,6,47,1.38,1.765,trumpet,pizza,0,1.2940085,0,189.7167329,1,191.812872,189.711091,Predictive Blocks,obj473,Incongruent,59.96213992,NA,"instrument, music, musical instrument, cornet, trombone, horn, clarinet, trumpet, pizza",Incongruent,192.8968892,Incongruent,NA
mop,0.9817277,en-us,NA,6,48,1.01,1.165,mop,fox,0,0.933439,1.2262744,192.9025174,1,194.9989638,192.8968892,Predictive Blocks,obj269,Incongruent,59.96213992,NA,"broom, towel, squeegee, spill, mop, fox",Incongruent,195.8491655,Incongruent,NA
Bridge,0.98762906,en-us,NA,6,49,1.05,1.25,bridge,bridge,0,1.0130556,0,195.8545996,1,197.9509432,195.8491655,Predictive Blocks,obj062,Incongruent,59.96213992,NA,"Golden Gate Bridge, overpass, bridge",Congruent,198.884839,Incongruent,NA
globe,0.9812156,en-us,NA,6,50,1.14,1.475,globe,globe,0,1.1147219,0,198.8905,1,200.9866279,198.884839,Predictive Blocks,obj182,Incongruent,59.96213992,NA,"map, planet, world, globe",Congruent,201.937194,Incongruent,NA
Pig,0.9788056,en-us,NA,6,51,1.15,1.345,pig,pig,0,1.0444964,0,201.9427951,1,204.0556548,201.937194,Predictive Blocks,obj316,Incongruent,59.96213992,NA,"boar, hog, piglet, pig",Congruent,204.9394775,Incongruent,NA
candle,0.98010373,en-us,NA,6,52,1.06,1.48,candle,bug,0,0.9646924,0,204.9451976,1,207.0579609,204.9394775,Predictive Blocks,obj075,Incongruent,59.96213992,NA,"light, candle, bug",Incongruent,207.841742,Incongruent,NA
safe,0.98762906,en-us,NA,6,53,1.47,1.685,safe,egg,0,1.3471951,0,207.8472371,1,209.9435283,207.841742,Predictive Blocks,obj370,Incongruent,59.96213992,NA,"lock, lockbox, locker, safety box, safety, safe, egg",Incongruent,211.3944626,Incongruent,NA
a balloon,0.92807436,en-us,NA,6,54,1.665,2.24,blimp,rain,0,1.53232,0,211.4000698,1,213.5797803,211.3944626,Predictive Blocks,obj046,Incongruent,59.96213992,NA,"airship, hot air balloon, blimp, rain",Incongruent,215.3642157,Incongruent,NA
ring,0.95233023,en-us,NA,6,55,1.04,1.285,ring,radio,0,1.0515436,1.4340118,215.3698707,1,217.4660015,215.3642157,Predictive Blocks,obj355,Incongruent,59.96213992,NA,"engagement ring, wedding ring, band, wedding band, engagement band, ring, radio",Incongruent,218.3498438,Incongruent,NA
belt,0.98762906,en-us,NA,6,56,0.885,1.025,belt,shark,0,0.8884397,1.1218028,218.3554299,1,220.451605,218.3498438,Predictive Blocks,obj041,Incongruent,59.96213992,NA," belt, shark",Incongruent,221.2020398,Incongruent,NA
syringe,0.98762906,en-us,NA,6,57,1.86,2.125,needle,cane,0,1.6438976,0,221.2075404,1,223.4706233,221.2020398,Predictive Blocks,obj436,Incongruent,59.96213992,NA,"shot, syringe, injection, pipette, vaccine, medicine, needle, cane",Incongruent,225.3886259,Incongruent,NA
telephone,0.9793805,en-us,NA,6,58,1.07,1.585,telephone,stairs,0,1.0136405,0,225.3943169,1,227.4903779,225.3886259,Predictive Blocks,obj445,Incongruent,59.96213992,NA,"phone, home phone, house phone, rotary, rotary phone, old phone, dial, call, landline, telephone, stairs",Incongruent,228.4410004,Incongruent,NA
cross,0.98013884,en-us,NA,6,59,1.14,1.31,cross,skeleton,0,0.8970121,0.9491946,228.446689,1,230.5427486,228.4410004,Predictive Blocks,obj116,Incongruent,59.96213992,NA,"Christianity, cross, skeleton",Incongruent,231.2931574,Incongruent,NA
sailor,0.9529984,en-us,NA,6,60,1.42,1.805,sailor,paint,0,1.4126453,0,231.2985588,1,233.3952474,231.2931574,Predictive Blocks,obj373,Incongruent,59.96213992,NA,"man, male, boater, mariner, shipmate, yachter, sailor, paint",Incongruent,234.9793466,Incongruent,NA
magnet,0.98762906,en-us,NA,6,61,1.12,1.55,magnet,rake,0,1.0815715,0,234.9849386,1,237.0811134,234.9793466,Predictive Blocks,obj254,Incongruent,59.96213992,NA,"magnetic pull, magnet, rake",Incongruent,238.4987159,Incongruent,NA
football,0.97900784,en-us,NA,6,62,1.275,1.485,football,fly,0,0.9488477,0,238.5042962,1,240.6005049,238.4987159,Predictive Blocks,obj167,Incongruent,59.96213992,NA,"ball, football, fly",Incongruent,241.3842898,Incongruent,NA
beaver,0.7669929,en-us,NA,6,63,1.22,1.675,beaver,hamburger,0,1.2349618,0,241.3898134,1,243.5005935,241.3842898,Predictive Blocks,obj036,Incongruent,59.96213992,NA,"otter, beaver, hamburger",Incongruent,245.1204799,Incongruent,NA
saxophone,0.98762906,en-us,NA,6,64,1.625,1.775,saxophone,heel,0,1.1914461,0,245.1260577,1,247.2222695,245.1204799,Predictive Blocks,obj377,Incongruent,59.96213992,NA,"instrument, music, musical instrument, clarinet, saxophone, heel",Incongruent,248.3730033,Incongruent,NA
crab,0.96814394,en-us,NA,6,65,1.08,1.25,crab,firetruck,0,0.8999171,0.9238708,248.3785577,1,250.4747826,248.3730033,Predictive Blocks,obj113,Incongruent,59.96213992,NA,"lobster, crustacean, crab, firetruck",Incongruent,251.2585549,Incongruent,NA
sword,0.98614943,en-us,NA,6,66,1.12,1.38,sword,fishingpole,0,1.0147227,0,251.2640252,1,253.3601492,251.2585549,Predictive Blocks,obj435,Incongruent,59.96213992,NA,"weapon, foil, saber, spear, blade, dagger, sword, fishingpole",Incongruent,254.1107717,Incongruent,NA
turkey,0.9516205,en-us,NA,6,67,1.135,1.585,turkey,turkey,0,1.0838023,0,271.2283839,2,273.3257215,254.1107717,Predictive Blocks,obj475,Incongruent,59.96213992,NA,"bird, goose, ham, rooster, chicken, poultry, turkey",Congruent,274.3096813,Congruent,NA
tomato,0.9867898,en-us,NA,6,68,0.91,1.455,tomato,tomato,0,0.87374,0,274.3152584,2,276.4114368,274.3096813,Predictive Blocks,obj459,Incongruent,59.96213992,NA,"peach, apple, orange, kiwi, plum, nectarine, tomato",Congruent,277.16197,Congruent,NA
ice cream,0.9958763,en-us,NA,6,69,1.065,1.655,icecreamcone,icecreamcone,0,1.0787767,0,277.1674985,2,279.2803165,277.16197,Predictive Blocks,obj215,Incongruent,59.96213992,NA,"ice cream, cone, icecreamcone",Congruent,280.7980002,Congruent,NA
tree,0.9639914,en-us,NA,6,70,0.99,1.255,tree,tree,0,0.8978201,1.3116205,280.8035922,2,282.8997894,280.7980002,Predictive Blocks,obj469,Incongruent,59.96213992,NA,"oak tree, tree",Congruent,284.1172315,Congruent,NA
tripod,0.98762906,en-us,NA,6,71,1.735,2.125,tripod,house,0,1.6545653,0,284.122938,2,286.4024659,284.1172315,Predictive Blocks,obj470,Incongruent,59.96213992,NA,"mount, stand, camera stand, support, tripod, house",Incongruent,288.2870756,Congruent,NA
salt shaker,0.9871657,en-us,NA,6,72,1.05,1.705,salt,salt,0,0.9666474,0,288.2929837,2,290.3898686,288.2870756,Predictive Blocks,obj374,Incongruent,59.96213992,NA,"shaker, pepper, salt shaker, pepper shaker, condiment, sugar, salt",Congruent,291.4395405,Congruent,NA
dolphin,0.98762906,en-us,NA,6,73,0.855,1.305,dolphin,cheese,0,0.8353104,1.3647585,291.4453004,2,293.5412928,291.4395405,Predictive Blocks,obj130,Incongruent,59.96213992,NA," dolphin, cheese",Incongruent,294.2917209,Congruent,NA
scale,0.98762906,en-us,NA,6,74,1.185,1.485,scale,scale,0,1.1122604,0,294.297279,2,296.3935278,294.2917209,Predictive Blocks,obj378,Incongruent,59.96213992,NA,"weigh, balance, weight, scale",Congruent,297.3440724,Congruent,NA
seahorse,0.9938145,en-us,NA,6,75,0.885,1.32,seahorse,seahorse,0,0.8281961,0,297.3498133,2,299.4458846,297.3440724,Predictive Blocks,obj384,Incongruent,59.96213992,NA,"sea dragon, seahorse",Congruent,300.296378,Congruent,NA
spoon,0.9800519,en-us,NA,6,76,0.86,1.225,spoon,shirt,0,0.6806374,0.7616418,300.3019611,2,302.39819,300.296378,Predictive Blocks,obj418,Incongruent,59.96213992,NA,"utensil, spoon, shirt",Incongruent,303.2486322,Congruent,NA
gorilla,0.9784409,en-us,NA,6,77,0.995,1.49,gorilla,gorilla,0,0.9836012,0,303.254127,2,305.3504082,303.2486322,Predictive Blocks,obj185,Incongruent,59.96213992,NA,"monkey, ape, baboon, chimpanzee, orangutan, gorilla",Congruent,306.6012362,Congruent,NA
acorn,0.98762906,en-us,NA,6,78,0.96,1.505,acorn,acorn,0,0.9477593,0,306.6068457,2,308.7030272,306.6012362,Predictive Blocks,obj002,Incongruent,59.96213992,NA, acorn,Congruent,309.5201714,Congruent,NA
book,0.9938145,en-us,NA,6,79,0.935,1.105,book,book,0,0.9318439,1.1622377,309.5257736,2,311.6219118,309.5201714,Predictive Blocks,obj051,Incongruent,59.96213992,NA,"novel, textbook, bible, book",Congruent,312.3723508,Congruent,NA
leopard,0.98762906,en-us,NA,6,80,1.1,1.53,leopard,leopard,0,1.1116073,0,312.3778993,2,314.4908113,312.3723508,Predictive Blocks,obj239,Incongruent,59.96213992,NA,"cheetah, tiger, lion, cat, panther, jaguar, leopard",Congruent,315.4080082,Congruent,NA
dresser,0.977659,en-us,NA,6,81,1.3,1.77,dresser,dresser,0,1.2453525,0,315.4137932,2,317.509814,315.4080082,Predictive Blocks,obj136,Incongruent,59.96213992,NA,"drawer, cabinet, chest, cupboard, drawers, dresser",Congruent,319.094207,Congruent,NA
fishtank,0.93881345,en-us,NA,6,82,1.275,1.81,fishtank,fishtank,0,1.2364665,0,319.0994749,2,321.1994529,319.094207,Predictive Blocks,obj010,Incongruent,59.96213992,NA,"fish, aquarium, tank, fishtank",Congruent,322.3467144,Congruent,NA
